0.000000000000000000e+00,2.999999999999999645e+01,0.000000000000000000e+00
3.355704697986577195e-02,2.984191771072604027e+01,-9.415809381616172757e+00
6.711409395973154390e-02,2.936935858412675415e+01,-1.874234678433098367e+01
1.006711409395973089e-01,2.858660687728091077e+01,-2.788823718928422934e+01
1.342281879194630878e-01,2.750100625782391006e+01,-3.676272743429264978e+01
1.677852348993288667e-01,2.612311048405270242e+01,-4.527640736961110690e+01
2.013422818791946178e-01,2.446668340492579574e+01,-5.334120985793268233e+01
2.348993288590603967e-01,2.254864727841809824e+01,-6.087172790452364524e+01
2.684563758389261756e-01,2.038848663909336523e+01,-6.779236486059929234e+01
3.020134228187919545e-01,1.800853083349334938e+01,-7.401345229024326500e+01
3.355704697986577334e-01,1.543334229898795051e+01,-7.945210390996867034e+01
3.691275167785235123e-01,1.268954373497100363e+01,-8.403776447906751912e+01
4.026845637583892357e-01,9.805818102860319740e+00,-8.771220979961064756e+01
4.362416107382550146e-01,6.812908626097634368e+00,-9.042954671644785947e+01
4.697986577181207934e-01,3.743618790148671494e+00,-9.215621311720768460e+01
5.033557046979866278e-01,6.328123425030800497e-01,-9.287097793229757769e+01
5.369127516778523512e-01,-2.482807422184311719e+00,-9.256513781271159758e+01
5.704697986577180746e-01,-5.571385513530344724e+00,-9.124723517271270623e+01
6.040268456375839090e-01,-8.599194447368688543e+00,-8.893342183976822923e+01
6.375838926174496324e-01,-1.153184012114282808e+01,-8.564919007519682737e+01
6.711409395973154668e-01,-1.433714258601931135e+01,-8.143225767641622781e+01
7.046979865771811902e-01,-1.698513604688772816e+01,-7.633256797694330942e+01
7.382550335570470246e-01,-1.944806886236072785e+01,-7.041228984639401745e+01
7.718120805369127480e-01,-2.170040354477397671e+01,-6.374581769048349145e+01
8.053691275167784713e-01,-2.371881676018621832e+01,-5.641977145102588054e+01
8.389261744966443057e-01,-2.548219932837924162e+01,-4.853299660593448550e+01
8.724832214765100291e-01,-2.697282359181798839e+01,-4.018773261016603016e+01
9.060402684563758635e-01,-2.817886861897216022e+01,-3.145165377977919974e+01
9.395973154362415869e-01,-2.908692453661450728e+01,-2.240853099331624065e+01
9.731543624161074213e-01,-2.968662239065190889e+01,-1.314646458700003961e+01
1.006711409395973256e+00,-2.997123109246707884e+01,-3.754623634192972403e+00
1.040268456375838868e+00,-2.993765741891855470e+01,5.676754054603055266e+00
1.073825503355704702e+00,-2.958644601234071914e+01,1.505636193174692039e+01
1.107382550335570537e+00,-2.892177938054382125e+01,2.429182471245782438e+01
1.140939597315436149e+00,-2.795147789681390549e+01,3.328969837481552219e+01
1.174496644295301984e+00,-2.668690711541691485e+01,4.195631814949853577e+01
1.208053691275167818e+00,-2.514002647735692264e+01,5.021452167286857815e+01
1.241610738255033652e+00,-2.332506891586367814e+01,5.797316644681828279e+01
1.275167785234899265e+00,-2.125971192876680149e+01,6.513946474770754946e+01
1.308724832214765099e+00,-1.896442761623206152e+01,7.162890618221726413e+01
1.342281879194630934e+00,-1.646248268076143262e+01,7.736525768734885844e+01
1.375838926174496546e+00,-1.377993842719307160e+01,8.228056353042470050e+01
1.409395973154362380e+00,-1.094565076270126269e+01,8.631514530908802385e+01
1.442953020134228215e+00,-7.991270196796510739e+00,8.941760195130281375e+01
1.476510067114094049e+00,-4.951003863520035075e+00,9.154535251164213605e+01
1.510067114093959662e+00,-1.855948193146153224e+00,9.267633925050331811e+01
1.543624161073825496e+00,1.259743757157563371e+00,9.279221345353641937e+01
1.577181208053691330e+00,4.360751224708005580e+00,9.188414877302092520e+01
1.610738255033556943e+00,7.412960914042692195e+00,8.995861618966227979e+01
1.644295302013422777e+00,1.038346699691986785e+01,8.703738401259157342e+01
1.677852348993288611e+00,1.324057111231835826e+01,8.315751787936571304e+01
1.711409395973154446e+00,1.595378236643765213e+01,7.837138075596743647e+01
1.744966442953020058e+00,1.849381733269786565e+01,7.274663293680529819e+01
1.778523489932885893e+00,2.083260005173981355e+01,6.636623204471347037e+01
1.812080536912751727e+00,2.294421740283097222e+01,5.932391730490755322e+01
1.845637583892617561e+00,2.481078820270872498e+01,5.168629734096401762e+01
1.879194630872483174e+00,2.641271215638068171e+01,4.353083926657687641e+01
1.912751677852349008e+00,2.773261513528822064e+01,3.494208068052861194e+01
1.946308724832214843e+00,2.875666615057758690e+01,2.600678694197246088e+01
1.979865771812080455e+00,2.947457735309994575e+01,1.681395117043234677e+01
2.013422818791946511e+00,2.987960403341135418e+01,7.454794245802572661e+00
2.046979865771811902e+00,2.996854462177277156e+01,-1.977235191651433688e+00
2.080536912751677736e+00,2.974174068815003125e+01,-1.138646074129422203e+01
2.114093959731543571e+00,2.920304078290991612e+01,-2.067757149061466038e+01
2.147651006711409405e+00,2.835813150676012739e+01,-2.977467479323433253e+01
2.181208053691275239e+00,2.721374680482034591e+01,-3.858424008683331863e+01
2.214765100671141074e+00,2.577977509798075673e+01,-4.701113327831838262e+01
2.248322147651006908e+00,2.406943062043157866e+01,-5.496487050849253819e+01
2.281879194630872298e+00,2.209925341966308565e+01,-6.235961815205485692e+01
2.315436241610738133e+00,1.988910935646549305e+01,-6.911419281760095146e+01
2.348993288590603967e+00,1.746219010492912815e+01,-7.515206134762232182e+01
2.382550335570469802e+00,1.484501315244431296e+01,-8.040134081850679593e+01
2.416107382550335636e+00,1.206742179970141038e+01,-8.479479854053832355e+01
2.449664429530201470e+00,9.160289727464702381e+00,-8.827638859930979720e+01
2.483221476510067305e+00,6.152102709544757353e+00,-9.080721724317052690e+01
2.516778523489932695e+00,3.076766505102772165e+00,-9.234415531414060752e+01
2.550335570469798530e+00,-3.174576337525878561e-02,-9.285936529787393567e+01
2.583892617449664364e+00,-3.139742939802481647e+00,-9.234141175274361046e+01
2.617449664429530198e+00,-6.213815834491356327e+00,-9.079526130984196186e+01
2.651006711409396033e+00,-9.220837224153592970e+00,-8.824228267298057915e+01
2.684563758389261867e+00,-1.212796185190017262e+01,-8.472024661869029671e+01
2.718120805369127702e+00,-1.490262642724135667e+01,-8.028332599622122245e+01
2.751677852348993092e+00,-1.751254962608661714e+01,-7.500209572754273779e+01
2.785234899328858926e+00,-1.993117600539284595e+01,-6.894523502955604499e+01
2.818791946308724761e+00,-2.213553383349291437e+01,-6.217513995314693886e+01
2.852348993288590595e+00,-2.410139954816160213e+01,-5.476836143104651455e+01
2.885906040268456429e+00,-2.580792904509632280e+01,-4.680534379408324241e+01
2.919463087248322264e+00,-2.723765770110540174e+01,-3.837042470612787071e+01
2.953020134228188098e+00,-2.837650037410811166e+01,-2.955183516409348243e+01
2.986577181208053489e+00,-2.921375140313462992e+01,-2.044169949793552377e+01
3.020134228187919323e+00,-2.974208460832609902e+01,-1.113603537065140081e+01
3.053691275167785157e+00,-2.995758376004747348e+01,-1.734326581394003863e+00
3.087248322147650992e+00,-2.986012908990571546e+01,7.682099200572715780e+00
3.120805369127516826e+00,-2.944950916907255589e+01,1.702773431978542362e+01
3.154362416107382661e+00,-2.872777767487226086e+01,2.620878877427253073e+01
3.187919463087248495e+00,-2.770056956929654035e+01,3.513346558374954043e+01
3.221476510067113885e+00,-2.637710109900451982e+01,4.371196078961902032e+01
3.255033557046979720e+00,-2.477016979532268337e+01,5.185646345497095666e+01
3.288590604026845554e+00,-2.289615447424498740e+01,5.948115566458216819e+01
3.322147651006711389e+00,-2.077501523643277892e+01,6.650221252491664359e+01
3.355704697986577223e+00,-1.843029346721481687e+01,7.283780216412561970e+01
3.389261744966443057e+00,-1.588886240262988636e+01,7.840905773627105191e+01
3.422818791946308892e+00,-1.317528747834971625e+01,8.315795803682786413e+01
3.456375838926174726e+00,-1.031796481074348293e+01,8.701856055839360238e+01
3.489932885906040116e+00,-7.348092252555789017e+00,8.993116862143668300e+01
3.523489932885905951e+00,-4.297580550458237170e+00,9.185206768169287272e+01
3.557046979865771785e+00,-1.199053345049660324e+00,9.275352533016496182e+01
3.590604026845637620e+00,1.914152829144023515e+00,9.262379129312300563e+01
3.624161073825503454e+00,5.007988543669783077e+00,9.146709743210419674e+01
3.657718120805369288e+00,8.047691476147457834e+00,8.930365774391296441e+01
3.691275167785235123e+00,1.099778641026978754e+01,8.616966836062088930e+01
3.724832214765100513e+00,1.382481328222175243e+01,8.211317914754515357e+01
3.758389261744966348e+00,1.650211683965548914e+01,7.718156381232428487e+01
3.791946308724832182e+00,1.899986730422717685e+01,7.143430324457320069e+01
3.825503355704698016e+00,2.129088334594527865e+01,6.493814677098337995e+01
3.859060402684563851e+00,2.335106767668106542e+01,5.776658671120917887e+01
3.892617449664429685e+00,2.515940705016863532e+01,4.999985837786783094e+01
3.926174496644295520e+00,2.669797226200488893e+01,4.172494007653948245e+01
3.959731543624160910e+00,2.795191814964954702e+01,3.303555310576724935e+01
3.993288590604026744e+00,2.890948359242518251e+01,2.403216175705679802e+01
4.026845637583893023e+00,2.956287041995427600e+01,1.481131368526567549e+01
4.060402684563758413e+00,2.990692037195132968e+01,5.447473701616905473e+00
4.093959731543623803e+00,2.993617467866541659e+01,-3.969564473027026086e+00
4.127516778523490082e+00,2.964869648276636838e+01,-1.334925451942961416e+01
4.161073825503355472e+00,2.904621494181924035e+01,-2.260131190051917471e+01
4.194630872483221751e+00,2.813412522828424400e+01,-3.163571386139058461e+01
4.228187919463087141e+00,2.692148852951685001e+01,-4.036269942930329080e+01
4.261744966442953420e+00,2.542103204776765679e+01,-4.869276941368325140e+01
4.295302013422818810e+00,2.364914900018256816e+01,-5.653668640612109186e+01
4.328859060402684200e+00,2.162589861880259434e+01,-6.380547478037371434e+01
4.362416107382550479e+00,1.937187181439952965e+01,-7.042403974603824679e+01
4.395973154362415869e+00,1.690847951646519576e+01,-7.631679424663319367e+01
4.429530201342282147e+00,1.426169966257711863e+01,-8.140076295529050299e+01
4.463087248322147538e+00,1.145922609128368030e+01,-8.560662716143143314e+01
4.496644295302013816e+00,8.530464166241342738e+00,-8.887874946015983824e+01
4.530201342281879207e+00,5.506530776215249112e+00,-9.117517375226117338e+01
4.563758389261744597e+00,2.420254335078666497e+00,-9.246762524420329044e+01
4.597315436241610875e+00,-6.938252181867402557e-01,-9.274151044813592648e+01
4.630872483221476266e+00,-3.799456419490698789e+00,-9.199591718189090273e+01
4.664429530201342544e+00,-6.860943792356251514e+00,-9.024407671553157684e+01
4.697986577181207934e+00,-9.848297532547757527e+00,-8.751123697447050631e+01
4.731543624161074213e+00,-1.272753661785805512e+01,-8.382991879714505501e+01
4.765100671140939603e+00,-1.546662669230136622e+01,-7.924306156767906373e+01
4.798657718120804994e+00,-1.803606856864040964e+01,-7.380424296699357001e+01
4.832214765100671272e+00,-2.040889822838612844e+01,-6.757767897280695024e+01
4.865771812080536662e+00,-2.256068682179756024e+01,-6.063822385963552364e+01
4.899328859060402941e+00,-2.446954066788223159e+01,-5.307137019879238693e+01
4.932885906040268331e+00,-2.611610125439571206e+01,-4.497324885838883546e+01
4.966442953020134610e+00,-2.748356527926414472e+01,-3.644998120717356471e+01
5.000000000000000000e+00,-2.855879825133162697e+01,-2.758182789606252072e+01
